id,nombre,municipio,comarca,provincia,direccion,codigo_postal,sector,tipo_instalacion,subtipo_instalacion,area_actividad,telefono,web_link,latitude,longitude,descripcion,maps_link,place_id,otro1,otro2,otro3
4422,Centro Comercial Bergantiños,Carballo,Bergantiños,A Coruña,"R. Perú, 37, 15107 Carballo, A Coruña",15107.0,Centro comercial,Shopping mall,Shopping mall,nan,+34 981 70 37 16,nan,43.2190574,-8.691134,nan,"https://www.google.com/maps/place/Centro+Comercial+Berganti%C3%B1os/@43.2190574,-8.691134,14z/data=!4m8!1m2!2m1!1sCentro+Comercial+Berganti%C3%B1os!3m4!1s0xd2e923aee028ad1:0xfd9e7d44abe28fcf!8m2!3d43.2190574!4d-8.691134",ChIJ0YoC7jqSLg0Rz4_iq0R9nv0,"gym, Monte, O (San Xoan De Carballo-Carballo), Galicia, ES","{""Service options"": {""In-store shopping"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
4438,Estudio de Pilates y Yoga Chus Coego,Lalín,Deza,Pontevedra,"R. Alcalde Ferreiro, 9, 36500 Lalín, Pontevedra",36500.0,Centro de pilates,Pilates studio,Pilates studio,nan,+34 698 12 55 31,nan,42.6622924,-8.109017699999999,nan,"https://www.google.com/maps/place/Estudio+de+Pilates+y+Yoga+Chus+Coego/@42.6622924,-8.109017699999999,14z/data=!4m8!1m2!2m1!1sEstudio+de+Pilates+y+Yoga+Chus+Coego!3m4!1s0xd2fc73706b644d5:0xad38f05752b0d9cf!8m2!3d42.6622924!4d-8.109017699999999",ChIJ1US2BjfHLw0Rz9mwUlfwOK0,"gym, Bailas (Goias), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}}",nan
4439,RÓO DE ABAIXO,Outes,Noia,A Coruña,"15287 la, Estrada de Roo, 4, 15287 Outes, A Coruña",15287.0,Parish,Parish,Parish,nan,nan,nan,42.8231043,-8.9315474,nan,"https://www.google.com/maps/place/R%C3%93O+DE+ABAIXO/@42.8231043,-8.9315474,14z/data=!4m8!1m2!2m1!1sR%C3%93O+DE+ABAIXO!3m4!1s0xd2f2756f291153b:0x600d765d5c0fb106!8m2!3d42.8231043!4d-8.9315474",ChIJOxWR8lYnLw0RBrEPXF12DWA,"gym, Roo De Abaixo (San Xoan De Roo-Outes), Galicia, ES",{},nan
4440,Campo de Fútbol de Baños de Molgas,Baños de Molgas,Allariz-Maceda,Ourense,"Lugar Baños de Molgas, 17, 32701, Ourense",32701.0,Campo de Futebol,Soccer field,Soccer field,nan,+34 666 07 73 20,nan,42.24403,-7.661399999999999,nan,"https://www.google.com/maps/place/Campo+de+F%C3%BAtbol+de+Ba%C3%B1os+de+Molgas/@42.244029999999995,-7.6613999999999995,14z/data=!4m8!1m2!2m1!1sCampo+de+F%C3%BAtbol+de+Ba%C3%B1os+de+Molgas!3m4!1s0xd3aa9c9fa0a5fc7:0x85cdd61f19219ed2!8m2!3d42.244029999999995!4d-7.6613999999999995",ChIJx18K-smpOg0R0p4hGR_WzYU,"sports complex, Vilariño (Baños De Molgas), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",nan
4441,Igrexa de Santiago de Meangos,Abegondo,La Coruña,A Coruña,"Lugar Cimadevila, 1, 15318 Abegondo, A Coruña",15318.0,attractions,Church,"Church, Tourist attraction",nan,nan,nan,43.2276751,-8.2579713,nan,"https://www.google.com/maps/place/Igrexa+de+Santiago+de+Meangos/@43.2276751,-8.2579713,14z/data=!4m8!1m2!2m1!1sIgrexa+de+Santiago+de+Meangos!3m4!1s0xd2e6906eb38d161:0x11d735367e9aa281!8m2!3d43.2276751!4d-8.2579713",ChIJYdE46wZpLg0RgaKafjY11xE,"gym, Meangos (Santiago), Galicia, ES",{},nan
4442,Centro Social de Meangos,Abegondo,La Coruña,A Coruña,"Lugar Frances, 13, 15318 Abegondo, A Coruña",15318.0,Centro cultural,Cultural center,Cultural center,nan,nan,nan,43.2243477,-8.2527618,nan,"https://www.google.com/maps/place/Centro+Social+de+Meangos/@43.224347699999996,-8.2527618,14z/data=!4m8!1m2!2m1!1sCentro+Social+de+Meangos!3m4!1s0xd2e69a7f5275127:0x8b619687e6cafc8b!8m2!3d43.224347699999996!4d-8.2527618",ChIJJ1En9adpLg0Ri_zK5oeWYYs,"gym, Meangos (Santiago), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
4443,Centro Salud Larouco,Larouco,Valdeorras,Ourense,"Estrada de Langullo, 1, 32358 Larouco, Ourense",32358.0,Centro de salud,Public medical center,Public medical center,nan,+34 988 34 80 16,nan,42.345378,-7.161964299999999,nan,"https://www.google.com/maps/place/Centro+Salud+Larouco/@42.345378,-7.161964299999999,14z/data=!4m8!1m2!2m1!1sCentro+Salud+Larouco!3m4!1s0xd307f40da6d71b3:0x4d466d522fe46ff5!8m2!3d42.345378!4d-7.161964299999999",ChIJs3Ft2kB_MA0R9W_kL1JtRk0,"fitness center, Larouco, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}, ""Planning"": {""Accepts new patients"": true}}",nan
4444,Bar ''LAS PISCINAS'' LAROUCO,Larouco,Valdeorras,Ourense,"32358 Larouco, Province of Ourense",32358.0,bars,Bar,Bar,nan,nan,nan,42.3446005,-7.1589526,nan,"https://www.google.com/maps/place/Bar+%27%27LAS+PISCINAS%27%27+LAROUCO/@42.3446005,-7.1589526,14z/data=!4m8!1m2!2m1!1sBar+%27%27LAS+PISCINAS%27%27+LAROUCO!3m4!1s0xd307f41b5a206b9:0x5534bb6366039a09!8m2!3d42.3446005!4d-7.1589526",ChIJuQaitUF_MA0RCZoDZmO7NFU,"fitness center, Larouco, Galicia, ES","{""Service options"": {""Outdoor seating"": true, ""Dine-in"": true, ""Delivery"": false}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}}",nan
4445,VERTIGOAVENTURA,Santiago de Compostela,Santiago,A Coruña,"15705 Santiago de Compostela, A Coruña",15705.0,Centro de deportes de aventura,Adventure sports center,"Adventure sports center, Tourist information center",nan,+34 652 45 61 80,http://www.turismoactivogalicia.com/,42.8782275,-8.5448911,nan,"https://www.google.com/maps/place/VERTIGOAVENTURA/@42.8782275,-8.5448911,14z/data=!4m8!1m2!2m1!1sVERTIGOAVENTURA!3m4!1s0xd49b3ddd1fc693b:0x31978b8bbfb516e3!8m2!3d42.8782275!4d-8.5448911",ChIJO2n80d2zSQ0R4xa1v4uLlzE,"swimming pool, Galegos (San Martiño), Galicia, ES",{},nan
4446,FEGAS - Federación Gallega de Actividades Subacuáticas,A Coruña,La Coruña,A Coruña,"P.º Marítimo Alcalde Francisco Vázquez, 6, 15001 A Coruña",15001.0,Área de pesca,Fishing camp,Fishing camp,nan,+34 620 67 72 55,http://www.fegas.net/,43.369634,-8.388772099999999,nan,"https://www.google.com/maps/place/FEGAS+-+Federaci%C3%B3n+Gallega+de+Actividades+Subacu%C3%A1ticas/@43.369634,-8.388772099999999,14z/data=!4m8!1m2!2m1!1sFEGAS+-+Federaci%C3%B3n+Gallega+de+Actividades+Subacu%C3%A1ticas!3m4!1s0xd2e7bf31aa1eaa3:0x5fef3b17ab6adc48!8m2!3d43.369634!4d-8.388772099999999",ChIJo-qhGvN7Lg0RSNxqqxc7718,"swimming pool, Galegos (San Martiño), Galicia, ES",{},nan
4447,Hot Springs of Teans-Oleiros (Salvaterra de Miño),Salvaterra de Miño,Condado,Pontevedra,"36457 Salvaterra de Miño, Pontevedra",36457.0,Balneario,Health spa,Health spa,nan,+34 886 66 15 01,https://turismo.concellodesalvaterra.org/gl/newpage14dd4f6c,42.0822884,-8.4812956,nan,"https://www.google.com/maps/place/Hot+Springs+of+Teans-Oleiros+%28Salvaterra+de+Mi%C3%B1o%29/@42.082288399999996,-8.4812956,14z/data=!4m8!1m2!2m1!1sHot+Springs+of+Teans-Oleiros+%28Salvaterra+de+Mi%C3%B1o%29!3m4!1s0xd25791a3346c2b1:0x9c8d579e0b0640be!8m2!3d42.082288399999996!4d-8.4812956",ChIJscJGMxp5JQ0RvkAGC55XjZw,"swimming pool, Galegos (San Martiño), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}}",nan
4448,Paseo fluvial,Xunqueira de Ambía,Allariz-Maceda,Ourense,"OU-0102, 32670 Xunqueira de Ambía, Province of Ourense",32670.0,Zona de senderismo,Hiking area,Hiking area,nan,nan,nan,42.20993,-7.7401347,nan,"https://www.google.com/maps/place/Paseo+fluvial/@42.20993,-7.7401347,14z/data=!4m8!1m2!2m1!1sPaseo+fluvial!3m4!1s0xd3aad0abdd73ba9:0xd87f759cedaf4e2d!8m2!3d42.20993!4d-7.7401347",ChIJqTvXvQqtOg0RLU6v7Zx1f9g,"sports complex, Xunqueira De Ambia (Santa Maria A Real), Galicia, ES","{""Activities"": {""Hiking"": true}, ""Children"": {""Good for kids"": true, ""Kid-friendly hikes"": true}}",nan
4449,Xunqueira de Ambia,Xunqueira de Ambía,Allariz-Maceda,Ourense,"Xunqueira de Ambía, 32670 Xunqueira de Ambía, Province of Ourense",32670.0,Parada de autobús,Bus stop,Bus stop,nan,nan,nan,42.2051317,-7.7363687,nan,"https://www.google.com/maps/place/Xunqueira+de+Ambia/@42.205131699999995,-7.7363687,14z/data=!4m8!1m2!2m1!1sXunqueira+de+Ambia!3m4!1s0xd3aac7c7666318b:0x50c6dc50bfd6f38!8m2!3d42.205131699999995!4d-7.7363687",ChIJizFmdnysOg0ROG_9C8VtDAU,"sports complex, Xunqueira De Ambia (Santa Maria A Real), Galicia, ES",{},nan
4450,Clube Nautico Cobres,Vilaboa,Pontevedra,Pontevedra,"Muelle de Santa de Cristina, S/N, 36142 Vilaboa,Pontevedra, Pontevedra",36142.0,Club deportivo,Sports club,Sports club,nan,+34 610 01 31 33,http://nauticocobres.es/,42.3195316,-8.649993799999999,nan,"https://www.google.com/maps/place/Clube+Nautico+Cobres/@42.3195316,-8.649993799999999,14z/data=!4m8!1m2!2m1!1sClube+Nautico+Cobres!3m4!1s0xd2f7b488d08fa71:0x8a95698ca8d827a4!8m2!3d42.3195316!4d-8.649993799999999",ChIJcfoIjUh7Lw0RpCfYqIxplYo,"gym, Barciela (Cobres), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
4451,Reitoral de Cobres 1729,Vilaboa,Pontevedra,Pontevedra,"Rectoral de Cobres, 1729, 36142 Vilaboa, Pontevedra",36142.0,hotels,Hotel,"Hotel, Function room facility, Wedding planner, Wedding venue",nan,+34 986 67 38 10,https://www.rectoral.com/es,42.3077417,-8.6611043,"Warm rooms in a relaxed hotel offering estuary views, an outdoor pool & a hot tub, plus a bar.","https://www.google.com/maps/place/Reitoral+de+Cobres+1729/@42.3077417,-8.6611043,14z/data=!4m8!1m2!2m1!1sReitoral+de+Cobres+1729!3m4!1s0xd2f64ab2f35f6d1:0x1276b1adb72a24ad!8m2!3d42.3077417!4d-8.6611043",ChIJ0fY1L6tkLw0RrSQqt62xdhI,"gym, Barciela (Cobres), Galicia, ES","{""Other"": {""Pool"": true, ""Free Wi-Fi"": true, ""Free parking"": true, ""Breakfast"": true, ""Star rating"": ""3 stars"", ""Check-out time"": ""12:00"", ""Check-in time"": ""14:00""}, ""Amenities"": {""Free Wi-Fi"": true}}",nan
4452,Centro Saude Castro Caldelas,Leiro,Ribeiro,Ourense,"Calle Claudio Movilla, 0 S N, 32760 O Castro De Caldelas",32760.0,Centro de salud,Public medical center,Public medical center,nan,+34 988 20 33 60,nan,42.3427917,-8.1414516,nan,"https://www.google.com/maps/place/Centro+Saude+Castro+Caldelas/@42.3427917,-8.1414516,14z/data=!4m8!1m2!2m1!1sCentro+Saude+Castro+Caldelas!3m4!1s0xd2f8ca907eaaaab:0xdd5896004254cda8!8m2!3d42.3427917!4d-8.1414516",ChIJq6rqB6mMLw0RqM1UQgCWWN0,"fitness center, Castro De Caldelas, O, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}, ""Planning"": {""Accepts new patients"": true}}",nan
4453,Pista Polideportiva de Quilmas,Carnota,Muros,A Coruña,"15295, A Coruña",15295.0,Cancha de fútbol sala,Futsal court,Futsal court,nan,nan,nan,42.87212,-9.1392614,nan,"https://www.google.com/maps/place/Pista+Polideportiva+de+Quilmas/@42.872119999999995,-9.139261399999999,14z/data=!4m8!1m2!2m1!1sPista+Polideportiva+de+Quilmas!3m4!1s0xd2ed51e3e7e1683:0x2ebf2c48bf794edd!8m2!3d42.872119999999995!4d-9.139261399999999",ChIJgxZ-Ph7VLg0R3U55v0gsvy4,"sports complex, Quilmas (San Clemente De O Pindo-Carnota), Galicia, ES",{},nan
4454,Praia fluvial de Pradomao,Parada de Sil,Tierra de Caldelas,Ourense,"32748 Parada de Sil, Province of Ourense",32748.0,nan,Beach,Beach,nan,+34 689 68 37 13,http://www.paradadesil.es/,42.3391738,-7.5235014,nan,"https://www.google.com/maps/place/Praia+fluvial+de+Pradomao/@42.3391738,-7.5235014,14z/data=!4m8!1m2!2m1!1sPraia+fluvial+de+Pradomao!3m4!1s0xd300a2a178639f5:0x4fba24fab210f9d4!8m2!3d42.3391738!4d-7.5235014",ChIJ9TmGFyoKMA0R1PkQsvokuk8,"sports complex, Pradomao, Galicia, ES",{},nan
4455,Praia fluvial de Vilán,Fornelos de Montes,Vigo,Pontevedra,"36847 Fornelos de Montes, Pontevedra",36847.0,Reserva natural,Nature preserve,Nature preserve,nan,nan,nan,42.3509242,-8.4487928,nan,"https://www.google.com/maps/place/Praia+fluvial+de+Vil%C3%A1n/@42.3509242,-8.4487928,14z/data=!4m8!1m2!2m1!1sPraia+fluvial+de+Vil%C3%A1n!3m4!1s0xd2f8250e08f8c63:0xba943ada85d2079f!8m2!3d42.3509242!4d-8.4487928",ChIJY4yP4FCCLw0RnwfShdo6lLo,"swimming pool, Fornelos De Filloas, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Activities"": {""Hiking"": true}, ""Amenities"": {""Picnic tables"": true}, ""Children"": {""Good for kids"": true, ""Kid-friendly hikes"": true}}",nan
4456,Aldeas de San Cristovo de Cea,San Cristovo de Cea,O Carballiño,Ourense,"32141 Pazos, Province of Ourense",32141.0,Zona de senderismo,Hiking area,Hiking area,nan,nan,nan,42.464242,-7.957869199999999,nan,"https://www.google.com/maps/place/Aldeas+de+San+Cristovo+de+Cea/@42.464242,-7.957869199999999,14z/data=!4m8!1m2!2m1!1sAldeas+de+San+Cristovo+de+Cea!3m4!1s0xd2fe54d0aed0c8d:0x4b0f2cae9260e67f!8m2!3d42.464242!4d-7.957869199999999",ChIJjQztCk3lLw0Rf-Zgkq4sD0s,"sports complex, Mandras (San Cristovo De Cea), Galicia, ES","{""Activities"": {""Hiking"": true}, ""Children"": {""Good for kids"": true}}",nan
4457,Aldeas de San Cristovo de Cea,San Cristovo de Cea,O Carballiño,Ourense,"N-525, 26, 32141 Biduedo, Province of Ourense",32141.0,Zona de senderismo,Hiking area,Hiking area,nan,nan,nan,42.4573164,-7.9518733,nan,"https://www.google.com/maps/place/Aldeas+de+San+Cristovo+de+Cea/@42.457316399999996,-7.9518733,14z/data=!4m8!1m2!2m1!1sAldeas+de+San+Cristovo+de+Cea!3m4!1s0xd2fe5c10c966497:0xf3a4576c5d9e81b5!8m2!3d42.457316399999996!4d-7.9518733",ChIJl2SWDMHlLw0RtYGeXWxXpPM,"sports complex, Mandras (San Cristovo De Cea), Galicia, ES","{""Activities"": {""Hiking"": true}, ""Children"": {""Good for kids"": true, ""Kid-friendly hikes"": true}}",nan
4458,Campo de Fútbol de Cea (O Lodairo),San Cristovo de Cea,O Carballiño,Ourense,"32130 Cea, Province of Ourense",32130.0,Campo de fútbol,Soccer field,Soccer field,nan,nan,nan,42.4779184,-7.9837557,nan,"https://www.google.com/maps/place/Campo+de+F%C3%BAtbol+de+Cea+%28O+Lodairo%29/@42.4779184,-7.9837557,14z/data=!4m8!1m2!2m1!1sCampo+de+F%C3%BAtbol+de+Cea+%28O+Lodairo%29!3m4!1s0xd2fef7a72b3ce43:0x28e78216fd14930d!8m2!3d42.4779184!4d-7.9837557",ChIJQ86zcnrvLw0RDZMU_RaC5yg,"sports complex, Mandras (San Cristovo De Cea), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",nan
4459,Club Carmelitas Vedruna,Ourense,Orense,Ourense,"Rúa Pena Corneira, 2, 32005 Ourense",32005.0,Club deportivo,Sports club,Sports club,nan,+34 988 25 55 14,http://www.ccvedrunaourense.com/,42.3357074,-7.8616676,nan,"https://www.google.com/maps/place/Club+Carmelitas+Vedruna/@42.3357074,-7.8616676,14z/data=!4m8!1m2!2m1!1sClub+Carmelitas+Vedruna!3m4!1s0xd2fff95f71e5617:0x1e4198512ac212a8!8m2!3d42.3357074!4d-7.8616676",ChIJF1Ye95X_Lw0RqBLCKlGYQR4,"sports complex, Mandras (San Cristovo De Cea), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",nan
4460,Centro de Saúde de Allariz,Allariz,Allariz-Maceda,Ourense,"Rua Oliveira, 6, 32664 Allariz, Ourense",32664.0,Centro de salud,Public medical center,Public medical center,nan,+34 988 44 09 84,http://www.sergas.es/,42.1872695,-7.803359599999999,nan,"https://www.google.com/maps/place/Centro+de+Sa%C3%BAde+de+Allariz/@42.1872695,-7.803359599999999,14z/data=!4m8!1m2!2m1!1sCentro+de+Sa%C3%BAde+de+Allariz!3m4!1s0xd2553409d6adde1:0xe756873bd80931ba!8m2!3d42.1872695!4d-7.803359599999999",ChIJ4d1qnUBTJQ0RujEJ2DuHVuc,"fitness center, Pousa, A (Allariz), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}, ""Planning"": {""Accepts new patients"": true}}",nan
4461,Campamento: RURAL CAMP,Allariz,Allariz-Maceda,Ourense,"Lugar Paciños, 32667 Allariz, Ourense",32667.0,Campamento,Children's camp,"Children's camp, After school program, Lodge, Training centre",nan,+34 988 43 61 82,http://fundacionrgf.org/,42.1996685,-7.7473439,nan,"https://www.google.com/maps/place/Campamento%3A+RURAL+CAMP/@42.1996685,-7.7473439,14z/data=!4m8!1m2!2m1!1sCampamento%3A+RURAL+CAMP!3m4!1s0xd3aac8e6d7f00b3:0xd3916477b87dc60f!8m2!3d42.1996685!4d-7.7473439",ChIJswB_bY6sOg0RD8Z9uHdkkdM,"fitness center, Pousa, A (Allariz), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
4462,Albergue Salesiano,Allariz,Allariz-Maceda,Ourense,"Estrada de Xunqueira, 7, 32660 Allariz, Ourense",32660.0,Hostal,Hostel,"Hostel, Hotel, Youth center",nan,+34 604 02 43 28,https://albergueallariz.com/,42.190436,-7.798386,nan,"https://www.google.com/maps/place/Albergue+Salesiano/@42.190436,-7.798386,14z/data=!4m8!1m2!2m1!1sAlbergue+Salesiano!3m4!1s0xd25534654d89505:0xc2e66b4227aaea57!8m2!3d42.190436!4d-7.798386",ChIJBZXYVEZTJQ0RV-qqJ0Jr5sI,"fitness center, Pousa, A (Allariz), Galicia, ES","{""Other"": {""Free parking"": true, ""Free Wi-Fi"": true, ""Wi-Fi"": true, ""Star rating"": null, ""Check-out time"": ""12:00""}, ""Amenities"": {""Free Wi-Fi"": true}}",nan
4463,Mosteiro Cisterciense de Santa María de Xunqueira de Espadanedo. Monasterio de Ribeira Sacra,Xunqueira de Espadanedo,Allariz-Maceda,Ourense,"Rúa Amigos, s/n, 32730 Xunqueira de Espadanedo, Ourense",32730.0,Mosteiro,Monastery,"Monastery, Abbey, Church, Exhibit, Historical landmark",nan,+34 988 31 56 84,https://santamariadexunqueiraespadanedo.wordpress.com/,42.3181199,-7.6290695,nan,"https://www.google.com/maps/place/Mosteiro+Cisterciense+de+Santa+Mar%C3%ADa+de+Xunqueira+de+Espadanedo.+Monasterio+de+Ribeira+Sacra/@42.3181199,-7.6290695,14z/data=!4m8!1m2!2m1!1sMosteiro+Cisterciense+de+Santa+Mar%C3%ADa+de+Xunqueira+de+Espadanedo.+Monasterio+de+Ribeira+Sacra!3m4!1s0xd3007c1c073ecc1:0xf3e79ebb594f2fd6!8m2!3d42.3181199!4d-7.6290695",ChIJwexzwMEHMA0R1i9PWbue5_M,"gym, Xunqueira De Espadanedo (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
4464,Centro de Saúde de Xunqueira de Espadañedo,Xunqueira de Espadanedo,Allariz-Maceda,Ourense,"Rúa Pardeconde, 23, 32730 Xunqueira de Espadanedo, Ourense",32730.0,Centro de salud,Public medical center,Public medical center,nan,+34 988 29 11 92,nan,42.3184741,-7.631100999999999,nan,"https://www.google.com/maps/place/Centro+de+Sa%C3%BAde+de+Xunqueira+de+Espada%C3%B1edo/@42.318474099999996,-7.631100999999999,14z/data=!4m8!1m2!2m1!1sCentro+de+Sa%C3%BAde+de+Xunqueira+de+Espada%C3%B1edo!3m4!1s0xd3007ea86f51ed1:0xf59d08b0d44498fc!8m2!3d42.318474099999996!4d-7.631100999999999",ChIJ0R71huoHMA0R_JhE1LAInfU,"gym, Xunqueira De Espadanedo (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}, ""Planning"": {""Accepts new patients"": true}}",nan
4465,Parque Arqueolóxico da Cultura Castrexa de San Cibrao de Las,San Amaro,O Carballiño,Ourense,"San Cibrao s/n, 32455 San Amaro, Ourense",32455.0,attractions,Historical landmark,"Historical landmark, Tourist attraction",nan,+34 988 78 88 56,https://pacc.es/,42.3602569,-8.0310768,nan,"https://www.google.com/maps/place/Parque+Arqueol%C3%B3xico+da+Cultura+Castrexa+de+San+Cibrao+de+Las/@42.360256899999996,-8.0310768,14z/data=!4m8!1m2!2m1!1sParque+Arqueol%C3%B3xico+da+Cultura+Castrexa+de+San+Cibrao+de+Las!3m4!1s0xd2ff1444c519493:0x71f411eef6436906!8m2!3d42.360256899999996!4d-8.0310768",ChIJk5RRTETxLw0RBmlD9u4R9HE,"fitness center, Las, San Cibrao (San Amaro), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",nan
4466,Azucarera de Iria Flavia,Padrón,Sar,A Coruña,"15917 Padrón, A Coruña",15917.0,museums,Museum,Museum,nan,nan,nan,42.7481052,-8.6559212,nan,"https://www.google.com/maps/place/Azucarera+de+Iria+Flavia/@42.7481052,-8.6559212,14z/data=!4m8!1m2!2m1!1sAzucarera+de+Iria+Flavia!3m4!1s0xd2f04ca35608203:0xe19501f69cb2de24!8m2!3d42.7481052!4d-8.6559212",ChIJA4JgNcoELw0RJN6ynPYBleE,"swimming pool, Iria Flavia (Padron), Galicia, ES","{""Amenities"": {""Restaurant"": false}, ""Children"": {""Good for kids"": true}}",nan
4467,Pompas Fúnebres de Padrón,Padrón,Sar,A Coruña,"Aldea Iría Flavia, 132, BAJO, 15917 Iria Flavia, A Coruña",15917.0,Funeraria,Funeral home,Funeral home,nan,+34 981 81 10 10,http://www.pompasfunebresdepadron.com/,42.7465153,-8.6554558,nan,"https://www.google.com/maps/place/Pompas+F%C3%BAnebres+de+Padr%C3%B3n/@42.7465153,-8.6554558,14z/data=!4m8!1m2!2m1!1sPompas+F%C3%BAnebres+de+Padr%C3%B3n!3m4!1s0xd2f052ad34f3299:0x9299dd381bc66cf0!8m2!3d42.7465153!4d-8.6554558",ChIJmTJP0yoFLw0R8GzGGzjdmZI,"swimming pool, Iria Flavia (Padron), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
4468,Clínica de Fisioterapia e Osteopatía Carlos Eiras,Padrón,Sar,A Coruña,"Travesía Iria Flavia, 131, 15917 Iria Flavia, A Coruña",15917.0,Clínica de fisioterapia,Physical therapy clinic,Physical therapy clinic,nan,+34 679 38 41 32,https://www.carloseiras.com/,42.7437535,-8.6576799,nan,"https://www.google.com/maps/place/Cl%C3%ADnica+de+Fisioterapia+e+Osteopat%C3%ADa+Carlos+Eiras/@42.7437535,-8.6576799,14z/data=!4m8!1m2!2m1!1sCl%C3%ADnica+de+Fisioterapia+e+Osteopat%C3%ADa+Carlos+Eiras!3m4!1s0xd2f054cd6299e2d:0x46708e1f612a2976!8m2!3d42.7437535!4d-8.6576799",ChIJLZ4p1kwFLw0RdikqYR-OcEY,"swimming pool, Iria Flavia (Padron), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}, ""Planning"": {""Appointment required"": true, ""Accepts new patients"": true}}",nan
4469,Campo del Flavia,Padrón,Sar,A Coruña,"Rúa Noirmoutier, 15900 Padrón, A Coruña",15900.0,Campo de fútbol,Soccer field,Soccer field,nan,nan,nan,42.734591,-8.6608428,nan,"https://www.google.com/maps/place/Campo+del+Flavia/@42.734590999999995,-8.6608428,14z/data=!4m8!1m2!2m1!1sCampo+del+Flavia!3m4!1s0xd2f04d4b37f784b:0x5af221b4364309a9!8m2!3d42.734590999999995!4d-8.6608428",ChIJS3h_s9QELw0RqQlDNrQh8lo,"swimming pool, Iria Flavia (Padron), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",nan
